Name,URL Domein,Conclusie over doel vd bron,Thumbs up 8-14?,Sector,Reclame,Vrije labels bron/onderwerp,uBlocked trackers,Commercialiteit,Onderwerpen,Div Labels NGO,Status,About page," Notes",Kwaliteit_about,Instelling/Bedrijf/Persoon,Resultaten: vrije labels,Moederbedrijf DB,onderzoekNR,Toegankelijkheidspagina,Resultaten DB,Extra URL,Created time,Created by,URL Moederbedrijf,SlimZ Resultaten DB,Resultaten: toegankelijkheid,Cookie info page,More examples,Related to Resultaten DB 01 (1) (Bronnen DB),Res: Ranking,"Res: soort result "
de-nts.nl,https://de-nts.nl,,,,,,,,gezondheid,,In progress,https://de-nts.nl/organisatie/stichting-nts/,,,,,,,,,,"March 22, 2024 2:31 PM",Maarten Sprenger,,,,,,,,
debijlesstudent.nl,https://debijlesstudent.nl/,"onderwijscontent (betaald), product-/bedrijfsinfo + uithangbord",Just-in-case,Online-bedrijven,"company_promotion, many_ads","(product)informatie ihkv verkoop/bezoek, paywall (geheel/gedeeltelijk), promotioneel",4,commercieel,,,Done,https://debijlesstudent.nl/over-de-bijlesstudent/,"Kwaliteit online info onduidelijk, meeste staat achter paywall - dan zal de reclame weg zijn…",uitgebreide_about,"DeBijlesStudent, Thomas Smit",,,1,,Opbouw atomen - Bijles NaSK VMBO (https://www.notion.so/Opbouw-atomen-Bijles-NaSK-VMBO-d73df428d6a14ad5a3eca2e4ad2c1126?pvs=21),,"November 4, 2023 3:27 PM",Maarten Sprenger,,,,cookie consent vanuit start; daar bijna niks; https://debijlesstudent.nl/privacybeleid-voor-de-bijles-student/,,,9,informatief
defensie.nl,https://www.defensie.nl,overheidsinformatie (overige),Ja,Overheid (of i.o.v.),no_ads,overheidsinfo (of i.o.v.),1,not_for_profit,,,Almost completed,https://www.defensie.nl/contact,,voldoende_about,ministerie van Defensie.,,,1,https://www.defensie.nl/toegankelijkheid,Handgranaten | Materieel | Defensie.nl (https://www.notion.so/Handgranaten-Materieel-Defensie-nl-a44e83b9fa024865b895662c9e9de8e2?pvs=21),,"December 15, 2023 2:38 PM",Maarten Sprenger,,,,https://www.defensie.nl/cookies,,,3,informatief
http://degrotecavia.nl/,http://degrotecavia.nl/index.html,,,Individuele personen div,no_ads,"amateurspecialist(en), informatie_primair_doel",0,not_for_profit,,,Done,https://www.degraveinseabeel.nl/degraveinseabeel.html,zie ook: https://metadata.isbn.nl/334632/de-grote-cavia.html,,"? Uitgeverij De Graveinse Abeel/Inge Schuiten / De Grote Cavia Website, Inge Schuiten",,,,,,,"August 25, 2023 9:49 AM",Maarten Sprenger,,,,,,,,
degynaecoloog.nl,https://www.degynaecoloog.nl,kennisbank/centrum +,Ja,Beroeps/Branche-verenigingen,no_ads,"informatie_primair_doel, kennisbank/centrum",1,not_for_profit,"gezondheid, lichaam",,Needs peer-review,https://www.degynaecoloog.nl/over-degynaecoloog/,,uitgebreide_about,Nederlandse Vereniging voor Obstetrie en Gynaecologie (NVOG).,,,1,,Menstruatie (ongesteld zijn) | De Gynaecoloog (https://www.notion.so/Menstruatie-ongesteld-zijn-De-Gynaecoloog-91c629107ac549c6836b4a10c37b95d7?pvs=21),,"January 12, 2024 9:35 PM",Maarten Sprenger,"https://www.nvog.nl, https://www.nvog.nl/kwaliteitsdocumenten/richtlijnen/ ",,,,,,1,informatief
dekleinekeuken.com,https://www.dekleinekeuken.com,product-/bedrijfsinfo + uithangbord,Just-in-case,Winkels en bedrijven div,company_promotion,"promotioneel, webshop",6,commercieel,,,Almost completed,https://www.dekleinekeuken.com/over-de-kleine-keuken-team-2/,,uitgebreide_about,De Kleine Keuken,,,1,,Pasteuriseren - de Kleine Keuken (https://www.notion.so/Pasteuriseren-de-Kleine-Keuken-9d2bd9f3c6714a02bd5b07b36641d419?pvs=21),https://winkel.dekleinekeuken.com/nl/collection/,"January 2, 2024 3:29 PM",Maarten Sprenger,,,,,,,8,informatief
dekoperenezel.nl,dekoperenezel.nl,product-/bedrijfsinfo + uithangbord,Nee,Winkels en bedrijven div,company_promotion,promotioneel,6,commercieel,,,Done,https://www.dekoperenezel.nl/contact,activiteitenpagina,alleen_contactpagina,De Koperen Ezel,,,1,,De Koperen Ezel in Epe - Activiteiten (https://www.notion.so/De-Koperen-Ezel-in-Epe-Activiteiten-850447642845405faa15252a46995b17?pvs=21),,"December 25, 2023 11:25 AM",Carsten Schnober,,,,,,,10,transactional
deleerboom.nl,https://deleerboom.nl/,product-/bedrijfsinfo + uithangbord,Just-in-case,Onderwijsinstelling div,no_ads,bedrijfsinfo/uithangbord,2,not_for_profit,,,Done,https://deleerboom.nl/ons-team/,,uitgebreide_about,De Leerboom,homepage,,1,,De Leerboom: leerbegeleiding basis en voortgezet onderwijs (https://www.notion.so/De-Leerboom-leerbegeleiding-basis-en-voortgezet-onderwijs-340091de749b4d6b8d390d225afbf25f?pvs=21),,"February 21, 2024 4:07 PM",Maarten Sprenger,,,,,,,3,navigational
deleerboomvijf.jouwweb.be,https://deleerboomvijf.jouwweb.be/,product-/bedrijfsinfo + uithangbord,Just-in-case,Onderwijsinstelling div,company_promotion,bedrijfsinfo/uithangbord,1,not_for_profit,,,Done,https://deleerboomvijf.jouwweb.be/contact,Typisch een website voor 1 klas ve school,uitgebreide_about,"VIJFDE LEERJAAR - DE LEERBOOM ",homepage,,1,,deleerboomvijf (https://www.notion.so/deleerboomvijf-e6579b39df4140cc91f0164ed79d897e?pvs=21),https://www.trooper.be/nl/trooperverenigingen/symbaleerboomhalle,"February 21, 2024 4:10 PM",Maarten Sprenger,https://www.campuskahalle.be/bs/,,,,,,7,navigational
deloonwerker.nl,https://www.deloonwerker.nl/,journalistiek informatieproduct,Just-in-case,Uitgevers (journalistiek),company_promotion,"beeldbank, informatie_primair_doel, nieuws, vakinformatie/beroepsinfo",9,commercieel,,,Done,https://www.deloonwerker.nl/abonneren/,Is dit echt onafhankelijke journalistiek? Content ook Van onze partner Corteva. Verdienmodel?,voldoende_about,Prosu Media Producties,,Prosu Media Producties (https://www.notion.so/Prosu-Media-Producties-466ba4883f3343d69eedee1ecc81a9ee?pvs=21),1,,Ligbox op het melkveebedrijf | Wat is een ligboxenstal? (https://www.notion.so/Ligbox-op-het-melkveebedrijf-Wat-is-een-ligboxenstal-c27d15af2fec4c21ba50ba7dee5c12f7?pvs=21),,"January 14, 2024 1:36 PM",Maarten Sprenger,https://prosumediaproducties.nl/,,,,,,2,informatief
demiddellandsezee.nl,https://www.demiddellandsezee.nl/,product-/bedrijfsinfo + uithangbord,Just-in-case,Horeca/Uitgaan,no_ads,"bedrijfsinfo/uithangbord, webshop",0,commercieel,,,Done,https://www.demiddellandsezee.nl/contact,,voldoende_about,Pizzeria Grillroom De Middellandse Zee,webshop_result_page,,1,,De Midellandse Zee Nieuwegein | Officiële Website | Gratis drankje! (https://www.notion.so/De-Midellandse-Zee-Nieuwegein-Offici-le-Website-Gratis-drankje-2cd20ff64dda4c4b92757b30a3772eee?pvs=21),,"February 21, 2024 3:40 PM",Maarten Sprenger,,,,,,,3,transactional
denbal.nl,https://www.denbal.nl/,product-/bedrijfsinfo + uithangbord,Nee,Horeca/Uitgaan,no_ads,"bedrijfsinfo/uithangbord, webshop",3,commercieel,,,Done,https://www.denbal.nl/over-ons,,voldoende_about,,homepage,,1,,Home — Eeterij D'n Bal (https://www.notion.so/Home-Eeterij-D-n-Bal-e3b08637ae974a5196fdb4e28ddac801?pvs=21),,"February 21, 2024 3:48 PM",Maarten Sprenger,,,,,,,1,transactional
deslegte.com,https://www.deslegte.com,alleen webshop,Just-in-case,Winkels en bedrijven div,company_promotion,webshop,3,commercieel,,,Almost completed,https://www.deslegte.com/over-de-slegte/geschiedenis-de-slegte/,,voldoende_about,De Slegte,webshop_result_page,,1,,"Honderd jaar auto: 1885-1985 - Andrew Whyte, J. van Liempt - (ISBN: 9784490061437) | De Slegte (https://www.notion.so/Honderd-jaar-auto-1885-1985-Andrew-Whyte-J-van-Liempt-ISBN-9784490061437-De-Slegte-fd0db5ad605847cb97f946c9cd0aa877?pvs=21)",,"January 8, 2024 2:59 PM",Maarten Sprenger,,,,,,,9,transactional
desloot.nl,https://desloot.nl/,product-/bedrijfsinfo + uithangbord,Just-in-case,Winkels en bedrijven div,company_promotion,"bedrijfsinfo/uithangbord, promotioneel",0,not_for_profit,,ANBI,Done,https://desloot.nl/over/,,uitgebreide_about,Theater­broedplaats De Sloot,homepage,,1,-,Theater­broedplaats De Sloot - De Sloot - Theaterbroedplaats in Amsterdam (https://www.notion.so/Theater-broedplaats-De-Sloot-De-Sloot-Theaterbroedplaats-in-Amsterdam-0a004f484e5e45febfc6b464c2430387?pvs=21),,"January 12, 2024 9:58 PM",Maarten Sprenger,,,,-,,,9,navigational
destoerderij.nl,https://www.destoerderij.nl/,product-/bedrijfsinfo + uithangbord,Just-in-case,Winkels en bedrijven div,company_promotion,"(product)informatie ihkv verkoop/bezoek, bedrijfsinfo/uithangbord, webshop",2,commercieel,,,Done,https://destoerderij.nl/contact#contact,,voldoende_about,De Stoerderij,homepage,,1,,De Stoerderij - (https://www.notion.so/De-Stoerderij-fdd212387b5f4ee9a427bf0033b7a2de?pvs=21),,"February 21, 2024 2:58 PM",Maarten Sprenger,,,,,,,2,transactional
http://deurdirect.nl/,https://deurdirect.nl/,webshop/winkel+promotioneel deel,Nee,Winkels en bedrijven div,company_promotion,webshop,2,commercieel,,,Done,https://deurdirect.nl/veelgestelde-vragen/,,voldoende_about,DeurDirect,webshop_result_page,,1,,Hoe worden onze houten buitendeuren gemaakt? - Deurdirect (https://www.notion.so/Hoe-worden-onze-houten-buitendeuren-gemaakt-Deurdirect-2a8d47864b774634a41632043cc74dde?pvs=21),,"February 22, 2024 4:29 PM",Maarten Sprenger,,,,,,,4,transactional
dewereldwonderen.nl,https://www.dewereldwonderen.nl,informatieproduct onderwijs/div. non-comm.,Nee,Individuele personen div,no_ads,"about-voorbeeld, oud/verouderd",0,not_for_profit,,,Done,"https://www.dewereldwonderen.nl/over-wereldwonderen/#leesverder, ",about-voorbeeld-bad; https://www.sidn.nl/whois?q=dewereldwonderen.nl%2F; werkelijk heel vage site met slechte opbouw; zeer onduidelijk informatieproduct,te_weinig_info,Joey van Beerschoten? (viaSIDN/LInkedin: Owner at ClickMe),,,"1,1",-,"Piramide van Cheops | 7 Klassieke Wereldwonderen (https://www.notion.so/Piramide-van-Cheops-7-Klassieke-Wereldwonderen-ed7cdd8923314352a0b886cec4aef9b6?pvs=21), wereldwonderen.com/oude-wereldwonderen/piramide-van-cheops (https://www.notion.so/wereldwonderen-com-oude-wereldwonderen-piramide-van-cheops-773b5a4e2d5b4af1972b9bf50a51451f?pvs=21)",,"December 15, 2023 5:55 PM",Maarten Sprenger,,,,-,,,"4,2","informatief,informatief"
https://www.dier.nu/,https://www.dier.nu/,"informatie in het kader van goed doel, product-/bedrijfsinfo + uithangbord",Nee,NGO/Goede doelen site,company_promotion,"kinder/jeugdsectie, promotioneel",,not_for_profit,,,Needs peer-review,https://www.dier.nu/over-ons,"Is dit echt not-for-profit? Enorm veel commercieel gerommel; de kinderpagina is een grote bedelactie. Keiharde geldwerving. ",voldoende_about,Stichting DierenLot,,,,,,"https://www.dier.nu/werkstuk-dieren, https://www.dier.nu/bf/dierenlot-academie","February 6, 2024 1:06 PM",Maarten Sprenger,https://www.dier.nu/over-ons,,,,,,,
dierenasiels.com,https://dierenasiels.com/,informatie in het kader van goed doel,Ja,NGO/Goede doelen site,no_ads,promotioneel,0,not_for_profit,dieren,ANBI,Done,https://dierenasiels.com/doelstelling,,uitgebreide_about,Stichting Dierenasiels en Internet,,,1,,Zoeken naar een hond (https://www.notion.so/Zoeken-naar-een-hond-c6cd9b06e41b4ebb8f189aa0eba21f71?pvs=21),,"November 4, 2023 1:55 PM",Maarten Sprenger,,,,,,,9,transactional
dierenbescherming.nl,https://www.dierenbescherming.nl,product-/bedrijfsinfo + uithangbord,Ja,NGO/Goede doelen site,company_promotion,"(product)informatie ihkv verkoop/bezoek, bedrijfsinfo/uithangbord, promotioneel",2,not_for_profit,dieren,"ANBI, CBF",Done,https://www.dierenbescherming.nl/over-ons,,uitgebreide_about,,,,1,,Honden (https://www.notion.so/Honden-107376d81bb8443188e7a2e61b9c2910?pvs=21),https://www.dierenbescherming.nl/in-actie-komen/op-school/spreekbeurten,"August 24, 2023 1:57 PM",Maarten Sprenger,,,,https://www.dierenbescherming.nl/cookies,,,2,transactional
dierenkliniek-deberg.nl,https://dierenkliniek-deberg.nl/,product-/bedrijfsinfo + uithangbord,Just-in-case,Winkels en bedrijven div,company_promotion,"bedrijfsinfo/uithangbord, kinder/jeugdsectie",2,commercieel,dieren,,Needs peer-review,https://dierenkliniek-deberg.nl/de-praktijk/,,voldoende_about,Dierenkliniek De Berg,,,1,,Honden en Wolven: het verschil - Dierenkliniek De Berg (https://www.notion.so/Honden-en-Wolven-het-verschil-Dierenkliniek-De-Berg-4c2fc74345fa4b1294360f7f3bd15034?pvs=21),,"December 14, 2023 1:00 PM",Maarten Sprenger,,,,,,,9,informatief
dierenparkamersfoort.nl,https://dierenparkamersfoort.nl,product-/bedrijfsinfo + uithangbord,Just-in-case,Dierentuinen (stichting/bedrijf),company_promotion,"(product)informatie ihkv verkoop/bezoek, bedrijfsinfo/uithangbord, promotioneel",6,commercieel,dieren,,Almost completed,https://dierenparkamersfoort.nl/over/,,voldoende_about,DierenPark Amersfoort,homepage,,"1,1",-,"Alles over de giraffe | Ontmoet onze dieren | DierenPark Amersfoort (https://www.notion.so/Alles-over-de-giraffe-Ontmoet-onze-dieren-DierenPark-Amersfoort-aed26a9641a44a2b81773565fdb74f79?pvs=21), Dé dierentuin voor kinderen | Ontdek DierenPark Amersfoort (https://www.notion.so/D-dierentuin-voor-kinderen-Ontdek-DierenPark-Amersfoort-8e0e008a7b644165a800c5c0b4013d08?pvs=21)",,"December 14, 2023 5:41 PM",Maarten Sprenger,,,,Amper te vinden (via site:) https://dierenparkamersfoort.nl/wp-content/uploads/2023/03/Privacystatement-DierenPark-Amersfoort.pdf,,,"2,3","informatief,informatief"
dierenspecialisthoogendoorn.nl,dierenspecialisthoogendoorn.nl/,webshop/winkel+promotioneel deel,Just-in-case,Winkels en bedrijven div,company_promotion,"bedrijfsinfo/uithangbord, promotioneel, webshop",8,commercieel,dieren,,Done,https://www.dierenspecialisthoogendoorn.nl/wie-zijn-wij,,uitgebreide_about,Dierenhandel Hoogendoorn BV,,,1,,Ezel (https://www.notion.so/Ezel-d58436a125f748bfa6ce186a171c42d1?pvs=21),,"December 25, 2023 11:18 AM",Carsten Schnober,,,,,,,8,transactional
dierenwiki.nl,https://dierenwiki.nl/,aggregator/contentfarm,Nee,Online-bedrijven,many_ads,"about-voorbeeld, doelgroep PO/8-12, doelgroep VO/12+, link/reclamevehikel, log_in (geheel/gedeeltelijk), schimmige-bv, user_generated_content",3,commercieel,dieren,,Done,https://dierenwiki.nl/veel-gestelde-vragen,zelfs geen contactgegevens; spreekbeurten-verzamelaar en -uitbater,zelfs_geen_contactgegevens,"KD Internet Services B.V.  - Dirk Braam - BTW: NL855643249B01 - KVK: 64382192
Hilarisch: https://www.rdwkeuring.nl/contact/, https://www.autokeuringapk.nl/contact/, https://automobiliteit.nl/contact/, 
Opmerkelijk: geen enkele site krijgt een hit bij SIDN…",,KD Internet Services B.V.  (https://www.notion.so/KD-Internet-Services-B-V-6fe1c276acfb4497bdee94e25b09cf49?pvs=21),"1,1,1,1,1","- ","Zebrahaai | DierenWiki | Zebrahaai (https://www.notion.so/Zebrahaai-DierenWiki-Zebrahaai-57ce4a3cf69f4eb1b08ad7d82f24619b?pvs=21), Giraffen | DierenWiki - Evenhoevige dieren - Giraffen (https://www.notion.so/Giraffen-DierenWiki-Evenhoevige-dieren-Giraffen-96b149ebfd014a1b9f25a5778d5df942?pvs=21), Nijlpaarden | DierenWiki | Zoogdieren > Nijlpaarden (https://www.notion.so/Nijlpaarden-DierenWiki-Zoogdieren-Nijlpaarden-33431298dc8345c48d47c06a05425173?pvs=21), Otter | DierenWiki | Otter (https://www.notion.so/Otter-DierenWiki-Otter-81ca64682d1d43ebaa66f89270a67ebc?pvs=21), Ongewervelden | DierenWiki | Ongewervelden (https://www.notion.so/Ongewervelden-DierenWiki-Ongewervelden-909f76fd783e4fa0b6ddc71930eaefae?pvs=21)",,"November 4, 2023 5:08 PM",Maarten Sprenger,,,,Footer. Beheerd door Google. Voldoet aan IAB TCF. CMP-ID: 300,,,"4,5,10,5,6","informatief,informatief,informatief,informatief,informatief"
diergaardeblijdorp.nl,https://diergaardeblijdorp.nl/nl,"kwaliteitsinfo-musea, product-/bedrijfsinfo + uithangbord",Ja,Dierentuinen (stichting/bedrijf),company_promotion,"(product)informatie ihkv verkoop/bezoek, bedrijfsinfo/uithangbord, kennisbank/centrum, promotioneel",8,not_for_profit,dieren,ANBI,Done,"https://diergaardeblijdorp.nl/nl/ons-doel/dierenwelzijn, https://diergaardeblijdorp.nl/nl/organisatie",Voelt toch semi-commercieel,uitgebreide_about,Stichting Koninklijke Rotterdamse Diergaarde,homepage,,1,,Diergaarde Blijdorp: best bezochte dierentuin van NL ligt in Rotterdam (https://www.notion.so/Diergaarde-Blijdorp-best-bezochte-dierentuin-van-NL-ligt-in-Rotterdam-daec19e235bf4121aa7602f3b790e511?pvs=21),,"November 26, 2023 2:28 PM",Carsten Schnober,,,,cookie consent alleen vanuit start en footer,,,5,informatief
http://diermodel.nl/,https://www.diermodel.nl/,alleen webshop,Nee,Winkels en bedrijven div,company_promotion,webshop,18,commercieel,,,Done,-,,alleen_info_in_footer,http://diermodel.nl/,webshop_result_page,,1,,Cobra slang Papo 50164 | Papo Reptielen en amfibieën | diermodel.nl (https://www.notion.so/Cobra-slang-Papo-50164-Papo-Reptielen-en-amfibie-n-diermodel-nl-4a2c27dcaa894e6b9000cb054f164d54?pvs=21),,"February 22, 2024 3:22 PM",Maarten Sprenger,,,,,,,5,transactional
dierpedia.nl,https://dierpedia.nl/,"aggregator/contentfarm, informatieproduct div. commercieel",Nee,Online-bedrijven,limited_ads,"about-voorbeeld, doelgroep PO/8-12, doelgroep VO/12+, link/reclamevehikel",7,commercieel,dieren,,Done,https://dierpedia.nl/contact/,Voorbeeld-about. Showmodel voor SEO-tactieken blijkt. Ze zijn er wel eerlijk over…,te_weinig_info, SEO-test door https://www.heers.nl/,,,1,,De zebrahaai (Stegostoma fasciatum) is een ongevaarlijke haai | Dierpedia (https://www.notion.so/De-zebrahaai-Stegostoma-fasciatum-is-een-ongevaarlijke-haai-Dierpedia-89f1790756a84981a022ae9d07521f69?pvs=21),,"November 4, 2023 5:05 PM",Maarten Sprenger,https://www.heers.nl/,,,,,,5,informatief
Dit doet de KNMP | KNMP,,,,,,,,,,,In progress,https://www.knmp.nl/over-de-knmp/dit-doet-de-knmp,,,,,,,,,,"December 12, 2024 2:26 PM",Maarten Sprenger,,,,,,,,
divessi.com,https://www.divessi.com/,"kennisbank/centrum +, product-/bedrijfsinfo + uithangbord",Just-in-case,Winkels en bedrijven div,company_promotion,"ISO-certificaten (2/24), journalistiek, meertalig, platform (algemeen/specifiek)",13,commercieel,,,Almost completed,https://www.divessi.com/nl/ssi-international/about-ssi,Duikorganisatie. Als duikorganisator professional. Te onderzoeken hoe de kwaliteit vd dierencontent is; voordeel twijfel. Breed cursusoverzicht,voldoende_about,"Scuba Schools International (SSI), grote opleider",,,1,,Zebrahaai (https://www.notion.so/Zebrahaai-942cc82cf8ef4b4fa1730b156d62f20d?pvs=21),,"November 4, 2023 5:04 PM",Maarten Sprenger,,,,cookie consent alleen vanuit start/footer https://www.divessi.com/nl/privacy-policy,,,7,informatief
docplayer.nl,https://docplayer.nl/,aggregator/contentfarm,Nee,Online-bedrijven,over_the_top_ads,link/reclamevehikel,3,ultra_commercieel,,,Done,https://docplayer.nl/register/,,zelfs_geen_contactgegevens,Vladimir Nesterenko,pdf,,"1,1,1",-,"krant De schoolkrant is terug! Vrijdag 21 december 2018 De plezantste krant Hij is een paar jaar weggeweest, maar sinds - PDF Gratis download (https://www.notion.so/krant-De-schoolkrant-is-terug-Vrijdag-21-december-2018-De-plezantste-krant-Hij-is-een-paar-jaar-weg-fedcec5513c44522af464fe8bed0dfe5?pvs=21), DE VEERBOOT PRAKTISCH - PDF Free Download (https://www.notion.so/DE-VEERBOOT-PRAKTISCH-PDF-Free-Download-ca9324c605524e8fbad312e92ee8b820?pvs=21), Straatkinderen. slapen op stenen, eten uit vuilnisbakken INHOUD INFORMATIE. 100 miljoen straatkinderen - PDF Gratis download (https://www.notion.so/Straatkinderen-slapen-op-stenen-eten-uit-vuilnisbakken-INHOUD-INFORMATIE-100-miljoen-straatkinder-75a29c0065794e7a9ee97d68ba6372e4?pvs=21)",,"November 4, 2023 4:20 PM",Maarten Sprenger,,,,https://docplayer.nl/support/privacy-policy/,,,"6,8,4","informatief,navigational,informatief"
docukit.nl,https://www.docukit.nl/,kwaliteitsinfo voor 8-18,Ja,Uitgevers (educatief/literair),company_promotion,"bedrijfsinfo/uithangbord, doelgroep PO/8-12, informatie_primair_doel",1,commercieel,,,Done,https://www.documentatiecentrum.nl/,Samenvattingen van de Documentatiecentrum boekjes; zelfs op : https://schoolsupport.nl/nl/privacy weinig cookie consent; doelstelling onduidelijk,alleen_contactpagina,Schoolsupport,,,"1,1,1,1",-,"Giraffen (https://www.notion.so/Giraffen-92f30b338e2946da9e1579e25ca6f016?pvs=21), Zo leefden de Romeinen (https://www.notion.so/Zo-leefden-de-Romeinen-3e75abfdb41b463685b213519ee832b7?pvs=21), De geschiedenis van de auto (https://www.notion.so/De-geschiedenis-van-de-auto-17a1b028147c4f25ac17a38540923c27?pvs=21), De kangoeroe (https://www.notion.so/De-kangoeroe-c2bde272170a4a5e9bdcc1250ad9e741?pvs=21)",,"August 25, 2023 9:31 AM",Maarten Sprenger,Schoolsupport,,,heel onduidelijk; geen toestemming…,,,"9,8,5,6","informatief,informatief,informatief,informatief"
dokter.nl,https://www.dokter.nl/,,Nee,Online-bedrijven,,schimmige-bv,,commercieel,zelfzorg,,In progress,"https://www.dokter.nl/over-dokter-nl/over-ons/, ","Adres: Dokter.nl BV Willem Arntszlaan 141 3734EE, Den Dolder
Dit bestaat ook als over: https://www.dokter.nl/over-dokter-nl/
Dokter.nl lijkt sinds ergens in 2000 te bestaan, maar daar zijn geen snapshots van: https://web.archive.org/web/20020727101518/http://dokter.nl/",,"Dokter.nl BV, oa Pieter Blijenberg Directie & shareholder:  https://www.linkedin.com/in/pieter-blijenberg-b59565/
Gelieerd aan Arts.nl, huisarts.nl (https://www.notion.so/huisarts-nl-b37762b8f2ee4979b3059d6eea4fd2e6?pvs=21) (nu gerelateerd aan moetiknaardedokter.nl MINDD (https://www.notion.so/moetiknaardedokter-nl-MINDD-8a07d387d0214ca081423201dd5e7b29?pvs=21)) ",,dokter.nl BV (https://www.notion.so/dokter-nl-BV-72dc6e44c1144b2da67e5244209a661a?pvs=21),,,,https://www.dokter.nl/,"February 20, 2024 11:21 AM",Maarten Sprenger,,,,,,,,
dokterdokter.nl,,"negatief-gevalideerd, outdated",,,,,,,zelfzorg,,In progress,,"opgeheven, redirect naar https://www.gezondheidsplein.nl/ tot ",,,,solvo-netwerk (https://www.notion.so/solvo-netwerk-bd0f0a422c3a43f99b1121ddd2d2dc34?pvs=21),,,,,"February 19, 2024 1:40 PM",Maarten Sprenger,,,,,,,,
dokterpatient.nl,https://dokterpatient.nl,,,,,negatief-gevalideerd,,,gezondheid,,Not started,https://dokterpatient.nl/over-ons/,,,Stichting DokterPatiënt | KVK nr 90496108,,,,,,,"March 22, 2024 2:28 PM",Maarten Sprenger,,,,,,,,
donkeysanctuary.nl,https://www.donkeysanctuary.nl/,informatie in het kader van goed doel,Just-in-case,NGO/Goede doelen site,no_ads,promotioneel,6,not_for_profit,dieren,ANBI,Done,https://www.donkeysanctuary.nl/ezel/donkey-sanctuary/,,uitgebreide_about,The Donkey Sanctuary,,,1,,Verzorging van de ezel | The Donkey Sanctuary (https://www.notion.so/Verzorging-van-de-ezel-The-Donkey-Sanctuary-5c63cc4a267b45079e33df6a65cd8950?pvs=21),,"December 25, 2023 10:57 AM",Carsten Schnober,,,,,,,3,informatief
http://dragonheart.nl/,https://www.dragonheart.nl/,alleen webshop,Nee,Winkels en bedrijven div,company_promotion,webshop,1,commercieel,,,Done,https://www.dragonheart.nl/over-dragonheart,,voldoende_about,Dragonheart,webshop_result_page,,1,,Viking Kleding - Accessoires | Dragonheart (https://www.notion.so/Viking-Kleding-Accessoires-Dragonheart-471d7f6e9ae94c3690487d8d6fbd29c9?pvs=21),,"February 22, 2024 2:21 PM",Maarten Sprenger,,,,,,,1,transactional
https://www.drinkwaterplatform.nl/,https://www.drinkwaterplatform.nl,kennisbank/centrum +,Ja,Overheid (of i.o.v.),no_ads,"informatie_primair_doel, kennisbank/centrum, nutsbedrijf, vakinformatie/beroepsinfo",1,not_for_profit,,,Done,https://www.drinkwaterplatform.nl/over-ons/,,voldoende_about,http://drinkwaterplatform.nl/ is een initiatief van alle Nederlandse drinkwaterbedrijven en hun branchevereniging.,,,1,,Winningen - Drinkwaterplatform (https://www.notion.so/Winningen-Drinkwaterplatform-38d46403b799444e840454ad56533472?pvs=21),,"January 8, 2024 10:22 AM",Maarten Sprenger,,,,,,,9,informatief
droomplekken.nl,https://www.droomplekken.nl/,product-/bedrijfsinfo + uithangbord,Just-in-case,Reisorganisaties,many_ads,"journalistiek, link/reclamevehikel, promotioneel",15,commercieel,,,Done,https://www.droomplekken.nl/over-ons/,gemaakt door reisjournalist; erg veel reclame per pagina,uitgebreide_about,http://droomplekken.nl/ / Corno van den Berg,,,1,,Great Barrier Reef: 10 Mooiste Bezienswaardigheden - Droomplekken.nl (https://www.notion.so/Great-Barrier-Reef-10-Mooiste-Bezienswaardigheden-Droomplekken-nl-25bf088d12db4d4cabd222923d00e42f?pvs=21),,"January 24, 2024 10:50 AM",Maarten Sprenger,,,,,,,4,informatief
dsp-groep.nl,https://www.dsp-groep.nl,product-/bedrijfsinfo + uithangbord,Just-in-case,Winkels en bedrijven div,company_promotion,"meertalig, promotioneel",7,commercieel,,,Done,https://www.dsp-groep.nl/over-ons/,,uitgebreide_about,DSP-groep,pdf,,1,,15KSboek_Gevoel_explosief_materiaal_Veelplegers_Ebook.pdf (https://www.notion.so/15KSboek_Gevoel_explosief_materiaal_Veelplegers_Ebook-pdf-aef3d13601f445ce8949cb2c07028bda?pvs=21),,"December 15, 2023 5:15 PM",Maarten Sprenger,,,,,,,4,informatief
Duikkids,http://duikkids.nl/index.html,,,,no_ads,"doelgroep PO/8-12, informatie_primair_doel, vakinformatie/beroepsinfo",1,not_for_profit,,,In progress,http://duikkids.nl/Pagina's/Ouders/Over%20Duikkids.html,,zelfs_geen_contactgegevens,Duiker,,,,,,,"August 24, 2023 1:49 PM",Maarten Sprenger,,,,,,,,
dunea.nl,https://www.dunea.nl,product-/bedrijfsinfo + uithangbord,Ja,Overheid (of i.o.v.),no_ads,"bedrijfsinfo/uithangbord, informatie_primair_doel, nutsbedrijf",7,not_for_profit,,,Done,https://www.dunea.nl/over-dunea,,uitgebreide_about,Dunea,,,1,,Hoe wordt uw drinkwater gemaakt? | Dunea Duin & Water (https://www.notion.so/Hoe-wordt-uw-drinkwater-gemaakt-Dunea-Duin-Water-57bb247f5305438396d38c3217155b79?pvs=21),https://www.dunea.nl/duinen,"January 8, 2024 10:24 AM",Maarten Sprenger,,,,,,,6,informatief
